target,fn,inf_all,inf_stack,inf_WC,inf_nWC,sns_WC,ppv_WC,sns_nWC,ppv_nWC
19_5t5a_solution_0_rpr.pdb,19_Chen_Human_4_rpr.pdb,0.8,0.76,0.98,0.41,0.96,1.0,0.33,0.5
19_5t5a_solution_0_rpr.pdb,19_Chen_Human_5_rpr.pdb,0.47,0.57,0.32,0.0,0.26,0.4,0.0,0.0
19_5t5a_solution_0_rpr.pdb,19_Ding_Human_5_rpr.pdb,0.68,0.75,0.56,0.0,0.35,0.89,0.0,0.0
19_5t5a_solution_0_rpr.pdb,19_Das_Human_5_rpr.pdb,0.71,0.71,0.86,0.17,0.83,0.9,0.17,0.17
19_5t5a_solution_0_rpr.pdb,19_Das_Human_1_rpr.pdb,0.76,0.74,0.87,0.47,0.87,0.87,0.33,0.67
19_5t5a_solution_0_rpr.pdb,19_Dokholyan_1_rpr.pdb,0.7,0.7,0.79,0.29,0.7,0.89,0.17,0.5
19_5t5a_solution_0_rpr.pdb,19_Ding_Human_1_rpr.pdb,0.77,0.79,0.81,0.24,0.74,0.9,0.17,0.33
19_5t5a_solution_0_rpr.pdb,19_Das_Human_2_rpr.pdb,0.74,0.74,0.93,0.15,0.87,1.0,0.17,0.14
19_5t5a_solution_0_rpr.pdb,19_LeeServer_1_rpr.pdb,0.72,0.74,0.79,0.18,0.7,0.89,0.17,0.2
19_5t5a_solution_0_rpr.pdb,19_Ding_Human_2_rpr.pdb,0.71,0.72,0.79,0.29,0.7,0.89,0.17,0.5
19_5t5a_solution_0_rpr.pdb,19_Das_Human_3_rpr.pdb,0.72,0.68,0.93,0.24,0.87,1.0,0.17,0.33
19_5t5a_solution_0_rpr.pdb,19_LeeServer_2_rpr.pdb,0.69,0.72,0.74,0.2,0.65,0.83,0.17,0.25
19_5t5a_solution_0_rpr.pdb,19_Ding_Human_3_rpr.pdb,0.79,0.82,0.81,0.29,0.74,0.9,0.17,0.5
19_5t5a_solution_0_rpr.pdb,19_Das_Human_4_rpr.pdb,0.78,0.77,0.89,0.41,0.87,0.91,0.17,1.0
19_5t5a_solution_0_rpr.pdb,19_LeeServer_3_rpr.pdb,0.74,0.76,0.81,0.18,0.74,0.9,0.17,0.2
19_5t5a_solution_0_rpr.pdb,19_Ding_Human_4_rpr.pdb,0.63,0.69,0.55,0.24,0.3,1.0,0.17,0.33
19_5t5a_solution_0_rpr.pdb,19_LeeServer_4_rpr.pdb,0.66,0.66,0.76,0.24,0.65,0.88,0.17,0.33
19_5t5a_solution_0_rpr.pdb,19_RNAComposer_4_rpr.pdb,0.67,0.65,0.79,0.29,0.74,0.85,0.17,0.5
19_5t5a_solution_0_rpr.pdb,19_LeeServer_5_rpr.pdb,0.68,0.68,0.78,0.0,0.65,0.94,0.0,0.0
19_5t5a_solution_0_rpr.pdb,19_RNAComposer_Human_4_rpr.pdb,0.71,0.71,0.84,0.2,0.74,0.94,0.17,0.25
19_5t5a_solution_0_rpr.pdb,19_RNAComposer_5_rpr.pdb,0.73,0.72,0.81,0.47,0.74,0.9,0.33,0.67
19_5t5a_solution_0_rpr.pdb,19_RNAComposer_1_rpr.pdb,0.77,0.78,0.84,0.36,0.74,0.94,0.33,0.4
19_5t5a_solution_0_rpr.pdb,19_RNAComposer_Human_5_rpr.pdb,0.71,0.71,0.78,0.41,0.65,0.94,0.33,0.5
19_5t5a_solution_0_rpr.pdb,19_RNAComposer_Human_1_rpr.pdb,0.7,0.7,0.81,0.18,0.74,0.9,0.17,0.2
19_5t5a_solution_0_rpr.pdb,19_RNAComposer_2_rpr.pdb,0.75,0.76,0.81,0.41,0.74,0.9,0.33,0.5
19_5t5a_solution_0_rpr.pdb,19_RW3D_10_rpr.pdb,0.55,0.67,0.3,0.15,0.26,0.35,0.17,0.14
19_5t5a_solution_0_rpr.pdb,19_RNAComposer_Human_2_rpr.pdb,0.68,0.67,0.84,0.2,0.74,0.94,0.17,0.25
19_5t5a_solution_0_rpr.pdb,19_RNAComposer_3_rpr.pdb,0.69,0.71,0.76,0.17,0.7,0.84,0.17,0.17
19_5t5a_solution_0_rpr.pdb,19_RW3D_1_rpr.pdb,0.54,0.67,0.3,0.14,0.26,0.33,0.17,0.12
19_5t5a_solution_0_rpr.pdb,19_RNAComposer_Human_3_rpr.pdb,0.64,0.64,0.78,0.18,0.65,0.94,0.17,0.2
19_5t5a_solution_0_rpr.pdb,19_RW3D_3_rpr.pdb,0.53,0.65,0.3,0.14,0.26,0.35,0.17,0.12
19_5t5a_solution_0_rpr.pdb,19_RW3D_2_rpr.pdb,0.54,0.67,0.3,0.13,0.26,0.35,0.17,0.1
19_5t5a_solution_0_rpr.pdb,19_RW3D_8_rpr.pdb,0.55,0.66,0.3,0.17,0.26,0.35,0.17,0.17
19_5t5a_solution_0_rpr.pdb,19_RW3D_4_rpr.pdb,0.51,0.61,0.3,0.17,0.26,0.33,0.17,0.17
19_5t5a_solution_0_rpr.pdb,19_RW3D_5_rpr.pdb,0.55,0.67,0.3,0.14,0.26,0.35,0.17,0.12
19_5t5a_solution_0_rpr.pdb,19_RW3D_9_rpr.pdb,0.55,0.68,0.3,0.14,0.26,0.35,0.17,0.12
19_5t5a_solution_0_rpr.pdb,19_RW3D_6_rpr.pdb,0.53,0.65,0.3,0.14,0.26,0.33,0.17,0.12
19_5t5a_solution_0_rpr.pdb,19_simRNA_1_rpr.pdb,0.73,0.75,0.79,0.18,0.74,0.85,0.17,0.2
19_5t5a_solution_0_rpr.pdb,19_RW3D_7_rpr.pdb,0.55,0.67,0.3,0.14,0.26,0.35,0.17,0.12
19_5t5a_solution_0_rpr.pdb,19_simRNA_2_rpr.pdb,0.79,0.77,0.96,0.24,0.96,0.96,0.17,0.33
19_5t5a_solution_0_rpr.pdb,19_simRNA_3_rpr.pdb,0.61,0.71,0.43,0.29,0.44,0.42,0.17,0.5
