target,fn,inf_all,inf_stack,inf_WC,inf_nWC,sns_WC,ppv_WC,sns_nWC,ppv_nWC
17_solution_0_rpr.pdb,17_SimRNAAS2_3_rpr.pdb,0.69,0.7,0.78,0.41,0.78,0.78,0.33,0.5
17_solution_0_rpr.pdb,17_Bujnicki_9_rpr.pdb,0.69,0.72,0.82,0.15,0.89,0.76,0.11,0.2
17_solution_0_rpr.pdb,17_Dohkolyan_3_rpr.pdb,0.69,0.71,0.83,0.0,0.83,0.83,0.0,0.0
17_solution_0_rpr.pdb,17_Bujnicki_10_rpr.pdb,0.69,0.69,0.84,0.17,0.89,0.8,0.11,0.25
17_solution_0_rpr.pdb,17_Xiao_3_rpr.pdb,0.69,0.75,0.75,0.0,0.61,0.92,0.0,0.0
17_solution_0_rpr.pdb,17_Bujnicki_5_rpr.pdb,0.69,0.72,0.81,0.15,0.83,0.79,0.11,0.2
17_solution_0_rpr.pdb,17_Das_10_rpr.pdb,0.69,0.68,0.84,0.33,0.89,0.8,0.22,0.5
17_solution_0_rpr.pdb,17_Ding_4_rpr.pdb,0.68,0.75,0.63,0.33,0.61,0.65,0.22,0.5
17_solution_0_rpr.pdb,17_Ding_5_rpr.pdb,0.68,0.74,0.67,0.19,0.67,0.67,0.11,0.33
17_solution_0_rpr.pdb,17_Chen_5_rpr.pdb,0.68,0.69,0.72,0.5,0.61,0.85,0.33,0.75
17_solution_0_rpr.pdb,17_SimRNAAS1_8_rpr.pdb,0.68,0.72,0.74,0.25,0.72,0.76,0.22,0.29
17_solution_0_rpr.pdb,17_Ding_7_rpr.pdb,0.68,0.71,0.77,0.19,0.72,0.81,0.11,0.33
17_solution_0_rpr.pdb,17_Ding_1_rpr.pdb,0.68,0.77,0.59,0.19,0.56,0.62,0.11,0.33
17_solution_0_rpr.pdb,17_SimRNAAS1_1_rpr.pdb,0.67,0.71,0.74,0.25,0.72,0.76,0.22,0.29
17_solution_0_rpr.pdb,17_Chen_8_rpr.pdb,0.67,0.66,0.86,0.0,0.83,0.88,0.0,0.0
17_solution_0_rpr.pdb,17_Ding_8_rpr.pdb,0.67,0.66,0.8,0.33,0.78,0.82,0.22,0.5
17_solution_0_rpr.pdb,17_Xiao_2_rpr.pdb,0.67,0.68,0.76,0.33,0.67,0.86,0.22,0.5
17_solution_0_rpr.pdb,17_SimRNAAS1_5_rpr.pdb,0.66,0.72,0.71,0.2,0.67,0.75,0.22,0.18
17_solution_0_rpr.pdb,17_RNAComposerAS2_2_rpr.pdb,0.66,0.64,0.86,0.24,0.83,0.88,0.11,0.5
17_solution_0_rpr.pdb,17_Chen_3_rpr.pdb,0.65,0.68,0.73,0.0,0.67,0.8,0.0,0.0
17_solution_0_rpr.pdb,17_Ding_3_rpr.pdb,0.64,0.69,0.63,0.19,0.61,0.65,0.11,0.33
17_solution_0_rpr.pdb,17_Adamiak_3_rpr.pdb,0.64,0.61,0.81,0.38,0.83,0.79,0.22,0.67
17_solution_0_rpr.pdb,17_Ding_10_rpr.pdb,0.64,0.65,0.77,0.3,0.72,0.81,0.22,0.4
17_solution_0_rpr.pdb,17_Ding_9_rpr.pdb,0.64,0.65,0.77,0.17,0.72,0.81,0.11,0.25
17_solution_0_rpr.pdb,17_SimRNAAS1_4_rpr.pdb,0.64,0.71,0.71,0.19,0.67,0.75,0.22,0.17
17_solution_0_rpr.pdb,17_Xiao_5_rpr.pdb,0.63,0.66,0.71,0.0,0.56,0.91,0.0,0.0
17_solution_0_rpr.pdb,17_RNAComposerAS2_6_rpr.pdb,0.62,0.61,0.76,0.24,0.78,0.74,0.11,0.5
17_solution_0_rpr.pdb,17_RNAComposerAS2_7_rpr.pdb,0.62,0.63,0.76,0.19,0.78,0.74,0.11,0.33
17_solution_0_rpr.pdb,17_Ding_6_rpr.pdb,0.62,0.64,0.73,0.17,0.67,0.8,0.11,0.25
17_solution_0_rpr.pdb,17_Major_1_rpr.pdb,0.62,0.66,0.65,0.25,0.61,0.69,0.22,0.29
17_solution_0_rpr.pdb,17_RNAComposerAS2_5_rpr.pdb,0.61,0.58,0.82,0.24,0.78,0.88,0.11,0.5
17_solution_0_rpr.pdb,17_Adamiak_1_rpr.pdb,0.61,0.57,0.79,0.38,0.83,0.75,0.22,0.67
17_solution_0_rpr.pdb,17_RNAComposerAS2_4_rpr.pdb,0.61,0.6,0.76,0.24,0.78,0.74,0.11,0.5
17_solution_0_rpr.pdb,17_Dohkolyan_2_rpr.pdb,0.6,0.62,0.73,0.17,0.67,0.8,0.11,0.25
17_solution_0_rpr.pdb,17_Adamiak_2_rpr.pdb,0.6,0.59,0.76,0.24,0.78,0.74,0.11,0.5
17_solution_0_rpr.pdb,17_Xiao_1_rpr.pdb,0.59,0.6,0.75,0.0,0.61,0.92,0.0,0.0
17_solution_0_rpr.pdb,17_Ding_2_rpr.pdb,0.59,0.62,0.63,0.24,0.61,0.65,0.11,0.5
17_solution_0_rpr.pdb,17_RNAComposerAS2_8_rpr.pdb,0.59,0.57,0.77,0.24,0.72,0.81,0.11,0.5
17_solution_0_rpr.pdb,17_RNAComposerAS1_1_rpr.pdb,0.59,0.66,0.5,0.27,0.44,0.57,0.22,0.33
17_solution_0_rpr.pdb,17_Major_4_rpr.pdb,0.59,0.66,0.61,0.0,0.61,0.61,0.0,0.0
17_solution_0_rpr.pdb,17_Major_5_rpr.pdb,0.58,0.64,0.57,0.25,0.56,0.59,0.22,0.29
17_solution_0_rpr.pdb,17_RNAComposerAS2_10_rpr.pdb,0.58,0.58,0.68,0.24,0.56,0.83,0.11,0.5
17_solution_0_rpr.pdb,17_RNAComposerAS1_10_rpr.pdb,0.58,0.65,0.5,0.27,0.44,0.57,0.22,0.33
17_solution_0_rpr.pdb,17_Xiao_9_rpr.pdb,0.58,0.61,0.63,0.24,0.44,0.89,0.11,0.5
17_solution_0_rpr.pdb,17_Major_3_rpr.pdb,0.58,0.64,0.61,0.13,0.61,0.61,0.11,0.14
17_solution_0_rpr.pdb,17_RNAComposerAS1_6_rpr.pdb,0.58,0.64,0.5,0.33,0.44,0.57,0.22,0.5
17_solution_0_rpr.pdb,17_RNAComposerAS2_1_rpr.pdb,0.58,0.54,0.79,0.24,0.83,0.75,0.11,0.5
17_solution_0_rpr.pdb,17_Xiao_8_rpr.pdb,0.57,0.61,0.58,0.0,0.33,1.0,0.0,0.0
17_solution_0_rpr.pdb,17_Xiao_10_rpr.pdb,0.57,0.61,0.58,0.0,0.39,0.88,0.0,0.0
17_solution_0_rpr.pdb,17_RNAComposerAS1_3_rpr.pdb,0.56,0.6,0.59,0.24,0.5,0.69,0.22,0.25
17_solution_0_rpr.pdb,17_Dohkolyan_1_rpr.pdb,0.56,0.64,0.5,0.14,0.44,0.57,0.11,0.17
17_solution_0_rpr.pdb,17_RNAComposerAS1_9_rpr.pdb,0.56,0.58,0.55,0.45,0.5,0.6,0.33,0.6
17_solution_0_rpr.pdb,17_Major_2_rpr.pdb,0.56,0.61,0.6,0.15,0.61,0.58,0.11,0.2
17_solution_0_rpr.pdb,17_RNAComposerAS1_4_rpr.pdb,0.56,0.61,0.5,0.33,0.44,0.57,0.22,0.5
17_solution_0_rpr.pdb,17_Xiao_4_rpr.pdb,0.55,0.6,0.58,0.17,0.39,0.88,0.11,0.25
17_solution_0_rpr.pdb,17_RNAComposerAS1_8_rpr.pdb,0.55,0.6,0.5,0.3,0.44,0.57,0.22,0.4
17_solution_0_rpr.pdb,17_RNAComposerAS2_9_rpr.pdb,0.55,0.54,0.72,0.19,0.61,0.85,0.11,0.33
17_solution_0_rpr.pdb,17_RNAComposerAS2_3_rpr.pdb,0.55,0.59,0.55,0.3,0.39,0.78,0.22,0.4
17_solution_0_rpr.pdb,17_RNAComposerAS1_5_rpr.pdb,0.53,0.56,0.59,0.25,0.5,0.69,0.22,0.29
17_solution_0_rpr.pdb,17_Xiao_6_rpr.pdb,0.53,0.55,0.62,0.0,0.39,1.0,0.0,0.0
17_solution_0_rpr.pdb,17_Xiao_7_rpr.pdb,0.53,0.55,0.62,0.0,0.39,1.0,0.0,0.0
17_solution_0_rpr.pdb,17_SimRNAAS1_9_rpr.pdb,0.53,0.64,0.3,0.27,0.28,0.31,0.22,0.33
17_solution_0_rpr.pdb,17_Major_8_rpr.pdb,0.5,0.56,0.47,0.17,0.33,0.67,0.11,0.25
17_solution_0_rpr.pdb,17_Major_6_rpr.pdb,0.49,0.58,0.43,0.0,0.33,0.55,0.0,0.0
17_solution_0_rpr.pdb,17_Major_7_rpr.pdb,0.48,0.55,0.44,0.0,0.28,0.71,0.0,0.0
17_solution_0_rpr.pdb,17_SimRNAAS1_7_rpr.pdb,0.48,0.62,0.17,0.22,0.17,0.18,0.22,0.22
17_solution_0_rpr.pdb,17_RNAComposerAS1_2_rpr.pdb,0.48,0.6,0.2,0.21,0.17,0.25,0.22,0.2
17_solution_0_rpr.pdb,17_RNAComposerAS1_7_rpr.pdb,0.48,0.61,0.2,0.2,0.17,0.23,0.22,0.18
17_solution_0_rpr.pdb,17_Major_9_rpr.pdb,0.45,0.5,0.42,0.17,0.22,0.8,0.11,0.25
17_solution_0_rpr.pdb,17_Chen_10_rpr.pdb,0.45,0.56,0.2,0.21,0.17,0.23,0.22,0.2
17_solution_0_rpr.pdb,17_Major_10_rpr.pdb,0.41,0.48,0.36,0.14,0.22,0.57,0.11,0.17
