target,fn,inf_all,inf_stack,inf_WC,inf_nWC,sns_WC,ppv_WC,sns_nWC,ppv_nWC
15_solution_0_rpr.pdb,15_Adamiak_5_rpr.pdb,0.78,0.77,0.84,0.71,1.0,0.71,0.5,1.0
15_solution_0_rpr.pdb,15_Chen_2_rpr.pdb,0.78,0.78,0.83,0.67,0.94,0.73,0.75,0.6
15_solution_0_rpr.pdb,15_SimRNAAS2_8_rpr.pdb,0.78,0.79,0.81,0.45,0.94,0.7,0.5,0.4
15_solution_0_rpr.pdb,15_Adamiak_7_rpr.pdb,0.78,0.78,0.86,0.5,1.0,0.74,0.25,1.0
15_solution_0_rpr.pdb,15_RW3DAS2_9_rpr.pdb,0.78,0.78,0.81,0.67,0.94,0.7,0.75,0.6
15_solution_0_rpr.pdb,15_RW3DAS1_7_rpr.pdb,0.77,0.77,0.83,0.45,0.94,0.73,0.5,0.4
15_solution_0_rpr.pdb,15_RW3DAS1_6_rpr.pdb,0.77,0.78,0.83,0.29,0.94,0.73,0.25,0.33
15_solution_0_rpr.pdb,15_RW3DAS1_9_rpr.pdb,0.76,0.77,0.83,0.38,0.94,0.73,0.5,0.29
15_solution_0_rpr.pdb,15_RW3DAS2_2_rpr.pdb,0.76,0.77,0.79,0.5,0.94,0.67,0.5,0.5
15_solution_0_rpr.pdb,15_RW3DAS2_6_rpr.pdb,0.76,0.78,0.81,0.41,0.94,0.7,0.5,0.33
15_solution_0_rpr.pdb,15_RW3DAS1_5_rpr.pdb,0.76,0.77,0.81,0.45,0.94,0.7,0.5,0.4
15_solution_0_rpr.pdb,15_RW3DAS2_7_rpr.pdb,0.76,0.76,0.81,0.45,0.94,0.7,0.5,0.4
15_solution_0_rpr.pdb,15_SimRNAAS2_2_rpr.pdb,0.76,0.78,0.79,0.25,0.94,0.67,0.25,0.25
15_solution_0_rpr.pdb,15_Adamiak_6_rpr.pdb,0.76,0.76,0.86,0.35,1.0,0.74,0.25,0.5
15_solution_0_rpr.pdb,15_SimRNAAS2_3_rpr.pdb,0.75,0.75,0.81,0.5,0.94,0.7,0.5,0.5
15_solution_0_rpr.pdb,15_SimRNAAS2_6_rpr.pdb,0.75,0.77,0.81,0.22,0.94,0.7,0.25,0.2
15_solution_0_rpr.pdb,15_Adamiak_9_rpr.pdb,0.75,0.72,0.86,0.71,1.0,0.74,0.5,1.0
15_solution_0_rpr.pdb,15_Chen_6_rpr.pdb,0.75,0.75,0.83,0.35,0.94,0.73,0.25,0.5
15_solution_0_rpr.pdb,15_RW3DAS1_2_rpr.pdb,0.75,0.75,0.83,0.35,0.94,0.73,0.25,0.5
15_solution_0_rpr.pdb,15_RW3DAS1_3_rpr.pdb,0.74,0.74,0.81,0.5,0.94,0.7,0.5,0.5
15_solution_0_rpr.pdb,15_SimRNAAS2_4_rpr.pdb,0.74,0.75,0.81,0.41,0.94,0.7,0.5,0.33
15_solution_0_rpr.pdb,15_RW3DAS2_8_rpr.pdb,0.74,0.74,0.81,0.5,0.94,0.7,0.5,0.5
15_solution_0_rpr.pdb,15_SimRNAAS2_9_rpr.pdb,0.74,0.74,0.85,0.38,0.94,0.76,0.5,0.29
15_solution_0_rpr.pdb,15_RW3DAS2_5_rpr.pdb,0.74,0.75,0.81,0.45,0.94,0.7,0.5,0.4
15_solution_0_rpr.pdb,15_Chen_7_rpr.pdb,0.74,0.75,0.83,0.0,0.94,0.73,0.0,0.0
15_solution_0_rpr.pdb,15_RW3DAS1_10_rpr.pdb,0.74,0.75,0.83,0.38,0.94,0.73,0.5,0.29
15_solution_0_rpr.pdb,15_RW3DAS1_4_rpr.pdb,0.74,0.74,0.83,0.38,0.94,0.73,0.5,0.29
15_solution_0_rpr.pdb,15_SimRNAAS1_10_rpr.pdb,0.74,0.78,0.69,0.45,0.82,0.58,0.5,0.4
15_solution_0_rpr.pdb,15_SimRNAAS2_1_rpr.pdb,0.73,0.74,0.83,0.38,0.94,0.73,0.5,0.29
15_solution_0_rpr.pdb,15_SimRNAAS2_7_rpr.pdb,0.73,0.73,0.81,0.45,0.94,0.7,0.5,0.4
15_solution_0_rpr.pdb,15_RW3DAS2_3_rpr.pdb,0.73,0.74,0.81,0.35,0.94,0.7,0.5,0.25
15_solution_0_rpr.pdb,15_SimRNAAS1_1_rpr.pdb,0.73,0.74,0.81,0.25,0.94,0.7,0.25,0.25
15_solution_0_rpr.pdb,15_RW3DAS2_4_rpr.pdb,0.73,0.76,0.81,0.19,0.94,0.7,0.25,0.14
15_solution_0_rpr.pdb,15_SimRNAAS2_5_rpr.pdb,0.73,0.74,0.81,0.41,0.94,0.7,0.5,0.33
15_solution_0_rpr.pdb,15_Adamiak_1_rpr.pdb,0.73,0.72,0.79,0.58,0.88,0.71,0.5,0.67
15_solution_0_rpr.pdb,15_Chen_8_rpr.pdb,0.73,0.74,0.78,0.35,0.82,0.74,0.25,0.5
15_solution_0_rpr.pdb,15_RW3DAS1_8_rpr.pdb,0.72,0.73,0.81,0.38,0.94,0.7,0.5,0.29
15_solution_0_rpr.pdb,15_SimRNAAS2_10_rpr.pdb,0.72,0.72,0.81,0.25,0.94,0.7,0.25,0.25
15_solution_0_rpr.pdb,15_SimRNAAS1_9_rpr.pdb,0.72,0.74,0.74,0.5,0.82,0.67,0.5,0.5
15_solution_0_rpr.pdb,15_3dRNAAS2_7_rpr.pdb,0.71,0.7,0.76,0.71,0.82,0.7,0.5,1.0
15_solution_0_rpr.pdb,15_Chen_10_rpr.pdb,0.71,0.73,0.74,0.35,0.82,0.67,0.25,0.5
15_solution_0_rpr.pdb,15_SimRNAAS1_8_rpr.pdb,0.71,0.72,0.72,0.5,0.82,0.64,0.5,0.5
15_solution_0_rpr.pdb,15_Chen_9_rpr.pdb,0.7,0.7,0.76,0.35,0.76,0.76,0.25,0.5
15_solution_0_rpr.pdb,15_3dRNAAS2_4_rpr.pdb,0.7,0.68,0.76,0.71,0.82,0.7,0.5,1.0
15_solution_0_rpr.pdb,15_3dRNAAS2_6_rpr.pdb,0.7,0.69,0.76,0.71,0.82,0.7,0.5,1.0
15_solution_0_rpr.pdb,15_3dRNAAS2_5_rpr.pdb,0.7,0.68,0.76,0.71,0.82,0.7,0.5,1.0
15_solution_0_rpr.pdb,15_3dRNAAS2_2_rpr.pdb,0.7,0.68,0.76,0.71,0.82,0.7,0.5,1.0
15_solution_0_rpr.pdb,15_3dRNAAS2_9_rpr.pdb,0.69,0.67,0.76,0.71,0.82,0.7,0.5,1.0
15_solution_0_rpr.pdb,15_3dRNAAS2_8_rpr.pdb,0.69,0.68,0.76,0.71,0.82,0.7,0.5,1.0
15_solution_0_rpr.pdb,15_3dRNAAS2_3_rpr.pdb,0.69,0.68,0.76,0.71,0.82,0.7,0.5,1.0
15_solution_0_rpr.pdb,15_3dRNAAS2_1_rpr.pdb,0.69,0.68,0.76,0.71,0.82,0.7,0.5,1.0
15_solution_0_rpr.pdb,15_3dRNAAS2_10_rpr.pdb,0.69,0.68,0.76,0.71,0.82,0.7,0.5,1.0
15_solution_0_rpr.pdb,15_SimRNAAS1_7_rpr.pdb,0.68,0.71,0.67,0.25,0.76,0.59,0.25,0.25
15_solution_0_rpr.pdb,15_SimRNAAS1_5_rpr.pdb,0.66,0.72,0.56,0.29,0.65,0.48,0.25,0.33
15_solution_0_rpr.pdb,15_SimRNAAS1_2_rpr.pdb,0.64,0.7,0.56,0.25,0.65,0.48,0.25,0.25
15_solution_0_rpr.pdb,15_SimRNAAS1_4_rpr.pdb,0.59,0.74,0.22,0.16,0.24,0.21,0.25,0.1
15_solution_0_rpr.pdb,15_SimRNAAS1_6_rpr.pdb,0.52,0.66,0.11,0.2,0.12,0.11,0.25,0.17
15_solution_0_rpr.pdb,15_SimRNAAS1_3_rpr.pdb,0.5,0.65,0.05,0.22,0.06,0.05,0.25,0.2
